Method,Path,Body,Single_Q,Double_Q,Dashes,Braces,Slashes,Dots,Asterik,Bad_Words,target
GET,/vi/7zOklNY6LCg/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZUUycMjPIFUqAMjRhM_2SZLMj0Q,,0,0,0,0,3,1,0,0,0
GET,/vi/8veO-sclnYU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-GpI0hTbZNVtZ4ElT9eYMkOyJpw,,0,0,0,0,3,1,0,0,0
GET,/hUEd8gYlE7thIfO_mJCIwugkX8dvm4Ihg469P-nG5jGkTU6i-agtG2BcP-SNMyRbjXmmCQtaIA=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,1,0,0,0,0
GET,/vi/szlhtejAMyM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDb6G2eVrLlL8ApyAPcywtE_45Y7A,,0,0,0,0,3,1,0,0,0
GET,/vi/SSPsKkgCPME/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3TdNlrEVL0XG90ipIsU61x6dmtQ,,0,0,0,0,3,1,0,0,0
GET,/vi/VjU5GFpEU8g/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRuGLRN-jXLe4Qp-m2K07b90qs3g,,0,0,0,0,3,1,0,0,0
GET,/vi/PL7_7hW_cYs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtsNKkjauu3kTxWVgG1R5HRGbP_Q,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLQ2de9A7qo1gc7yR6lhbtdFIQGMwNWkRCcTkqEQ=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/wKlDgoih9Uw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcZ3R-smmLVeBmL1bKGG70823l6g,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLQpnsnskzi2IgLx8vE7BQRA9-_qr4rjKmNhLfCzJA=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/yV6zIV2RnWs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6kL5U7h4heziven9mjH5zzT4hYQ,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLTOoJ9K83P9BRZStHLaaPkQLweBzTm_XdiDugc24w=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/5I3Ys6FzsBA/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGj2Bg64dPXuPIG1rvnm_s33VPZw,,0,0,0,0,3,1,0,0,0
GET,/vi/_qHiCIKdgLc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBWwVJhToI-mDHmLupd1IYzet62iw,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLT4nIC5koOhfeMhk-iVW56hOtZKaXtS8YY3WXoGxw=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/1e3T4jc2FYQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-VZJWNhUBxKn3iXVDgnu9n9JDyw,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLQpOFwdxlPc4tmuPvePS5awjPTjx02VjQzqA6bsqA=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/IQH2YoBTuLw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXcf9il516_NO5LSR_GhqXHb4mYw,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLQhCVv-f_zVY5IXvcQUz6KH8Fnuz1IC_2l5L9iQXg=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/eIU8uAR-TJM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjvqpAroyN_xKThmFwmRHZaVHZjw,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLRkQnJpoKjJ9QN4ABmbLnPVBUwUDrrONYmcaM0s=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/S3B7Bvidrjo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCID3t3KwvC1ki8qa_nGWk0ajysfw,,0,0,0,0,3,1,0,0,0
POST,/youtubei/v1/browse?key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,"{""context"":{""client"":{""hl"":""en"",""gl"":""IE"",""remoteHost"":""89.127.34.73"",""deviceMake"":"""",""deviceModel"":"""",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:94.0) Gecko/20100101 Firefox/94.0,gzip(gfe)"",""clientName"":""WEB"",""clientVersion"":""2.20211116.01.00"",""osName"":""Windows"",""osVersion"":""10.0"",""originalUrl"":""https://www.youtube.com/"",""platform"":""DESKTOP"",""clientFormFactor"":""UNKNOWN_FORM_FACTOR"",""configInfo"":{""appInstallData"":""CMOS1IwGELDUrQUQt8utBRCp360FEJH4_BIQ2L6tBQ%3D%3D""},""browserName"":""Firefox"",""browserVersion"":""94.0"",""visitorData"":""CgtPT3dpcDRUVzJVQSjDktSMBg%3D%3D"",""screenWidthPoints"":1920,""screenHeightPoints"":947,""screenPixelDensity"":1,""screenDensityFloat"":1,""utcOffsetMinutes"":0,""userInterfaceTheme"":""USER_INTERFACE_THEME_LIGHT"",""mainAppWebInfo"":{""graftUrl"":""https://www.youtube.com/"",""webDisplayMode"":""WEB_DISPLAY_MODE_BROWSER"",""isWebNativeShareAvailable"":false},""timeZone"":""Europe/London""},""user"":{""lockedSafetyMode"":false},""request"":{""useSsl"":true,""internalExperimentFlags"":[],""consistencyTokenJars"":[]},""clickTracking"":{""clickTrackingParams"":""CCsQ384DGAwiEwjjoOrkxZ_0AhVR5REIHXmMDE8=""},""adSignalsInfo"":{""params"":[{""key"":""dt"",""value"":""1637157188494""},{""key"":""flash"",""value"":""0""},{""key"":""frm"",""value"":""0""},{""key"":""u_tz"",""value"":""0""},{""key"":""u_his"",""value"":""5""},{""key"":""u_h"",""value"":""1080""},{""key"":""u_w"",""value"":""1920""},{""key"":""u_ah"",""value"":""1032""},{""key"":""u_aw"",""value"":""1920""},{""key"":""u_cd"",""value"":""24""},{""key"":""bc"",""value"":""31""},{""key"":""bih"",""value"":""947""},{""key"":""biw"",""value"":""1903""},{""key"":""brdim"",""value"":""1912,-8,1912,-8,1920,0,1936,1048,1920,947""},{""key"":""vis"",""value"":""1""},{""key"":""wgl"",""value"":""true""},{""key"":""ca_type"",""value"":""image""}]}},""continuation"":""4qmFsgLNAhIPRkV3aGF0X3RvX3dhdGNoGpwCaWdNcU1paERaM05MUTFNNWRFeDZRVEJaZWtsM1pWSnZVRk5IYkc1aFIzaHdXakpvTUVsSFduQmlSekY2d2dTZkFWZHRNRXRoZDI5YVpWaFNabU5IUm01YVZqbDZZbTFHZDJNeWFIWmtSamw1V2xka2NHSXlOV2hpUWtsbVdYcG9VMlZ0VmxGV1IxVjVWWHBvVW1Rd1RrVlRWVGxxWlVoT1YxUnVhM1JTVkdoUllWUkNiMWw0YjNSQlFVSnNZbWRCUWxOVlZVRkJWV3hHUVVGRlFWSnJWak5oUjBZd1dETlNkbGd6Wkdoa1IwNXZRVUZGUVVGUlJVRkJRVUZDUVVGRlFVRkJSVUl5ZG5KUWJFRnZRME5CUVElM0QlM0SaAhpicm93c2UtZmVlZEZFd2hhdF90b193YXRjaA%3D%3D""}",0,266,0,2,13,16,0,3,0
GET,/inputtools/images/tia.png,,0,0,0,0,3,1,0,0,0
GET,/s/desktop/7e7d28fa/jsbin/www-searchbox.vflset/www-searchbox.js,,0,0,0,0,6,2,0,0,0
GET,/vi/qCoXHGhYECE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0OYxDe3xhpxVT6rqm6jsfLVkLKA,,0,0,0,0,3,1,0,0,0
GET,/vi/g5EVqlNCpUM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDr9sf-4Ppj7LE2KIkaoqbHprrHQQ,,0,0,0,0,3,1,0,0,0
GET,/eLCADxKBRj3JGsifnxitZwfsbeV3DDlS3r8SzN5QPT2juw0fTV34T09vIZWfEF3D4JmV2z6hZA=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,1,0,0,0,0
GET,/vi/MJ9UGzlqxyk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9aWxYJRsrKLA8BMayCMNx_Ih6Gw,,0,0,0,0,3,1,0,0,0
GET,/vi/uqPFEsEHb1Q/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1lQuqeYhsqwb4UaE85UF-MmfNYw,,0,0,0,0,3,1,0,0,0
GET,/vi/pCjY3ZQY8WY/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOGzpHA_wKOCmDUL4TwSNpLXTRQw,,0,0,0,0,3,1,0,0,0
GET,/vi/MuajFTgkoHw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZdfbS_D5BwKxz6tS47M3Z0WX5wg,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLScg65TimuCDP46mfPZWXu9GgfK11H7ER5XduT9=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/uqFt3ssT0QM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyYSbK7JpbyAethPVvP0w-0xsRHA,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLRzXs_tAwze7iXsD2llZz68C2y3S3M7ATkxfB77NQ=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/iimLlO3zFVk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgsKpbmKZclyRBTJFDSRakY-iwHw,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLRR-cXHHkfVHc4wZwbF8sULbtwJbWS4wf7cCev8HQ=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/73mBwhYhyTs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsTqzBOlkC8HEBh5bhcYfmlxPLzw,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLTflbiD5XJN2kNw-UqpVQUlTUO3GmM11Q1lZzxr=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/FfpdPwpbLL0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAtp3S3SGyNYb9udwaYQfHxS-biGA,,0,0,0,0,3,1,0,0,0
GET,/vi/XYFLK8gXMRU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDr9VDQ3AaofDc2rNwxiSwnSqzSA,,0,0,0,0,3,1,0,0,0
GET,/vi/SgkXeICiEZY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAR1o-6p5RYhC0o1pjUeQkva2-XSA,,0,0,0,0,3,1,0,0,0
GET,/vi/_fxWIPvVTLg/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBUvH_TRh8CqTm1gdFU0quvmMg1LQ,,0,0,0,0,3,1,0,0,0
GET,/vi/avWlm-rF1b0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjV5XAp3zgtMPhJEob3_K8C7jR2g,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLQMmMRmm2fL1MmoqyCeUoBgNmo6EeM0DtSa_s_bHQ=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/w7yJ2yKgoUM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCu_94iwG8RKXyj2x04cZLDYUxo8w,,0,0,0,0,3,1,0,0,0
GET,/ytc/AKedOLRsZLrcQJ7R6HRY6TH0bc8bc2bFvrb1bP4R4ROY=s68-c-k-c0x00ffffff-no-rj,,0,0,0,0,2,0,0,0,0
GET,/vi/Nm_VxWdEEEU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMO3akMC19cGbnw5BmQzhKLRha7w,,0,0,0,0,3,1,0,0,0
POST,/youtubei/v1/browse?key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,"{""context"":{""client"":{""hl"":""en"",""gl"":""IE"",""remoteHost"":""89.127.34.73"",""deviceMake"":"""",""deviceModel"":"""",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:94.0) Gecko/20100101 Firefox/94.0,gzip(gfe)"",""clientName"":""WEB"",""clientVersion"":""2.20211116.01.00"",""osName"":""Windows"",""osVersion"":""10.0"",""originalUrl"":""https://www.youtube.com/"",""platform"":""DESKTOP"",""clientFormFactor"":""UNKNOWN_FORM_FACTOR"",""configInfo"":{""appInstallData"":""CMOS1IwGELDUrQUQt8utBRCp360FEJH4_BIQ2L6tBQ%3D%3D""},""browserName"":""Firefox"",""browserVersion"":""94.0"",""visitorData"":""CgtPT3dpcDRUVzJVQSjDktSMBg%3D%3D"",""screenWidthPoints"":1920,""screenHeightPoints"":947,""screenPixelDensity"":1,""screenDensityFloat"":1,""utcOffsetMinutes"":0,""userInterfaceTheme"":""USER_INTERFACE_THEME_LIGHT"",""mainAppWebInfo"":{""graftUrl"":""https://www.youtube.com/"",""webDisplayMode"":""WEB_DISPLAY_MODE_BROWSER"",""isWebNativeShareAvailable"":false},""timeZone"":""Europe/London""},""user"":{""lockedSafetyMode"":false},""request"":{""useSsl"":true,""internalExperimentFlags"":[],""consistencyTokenJars"":[]},""clickTracking"":{""clickTrackingParams"":""CC0Q384DGAoiEwjjoOrkxZ_0AhVR5REIHXmMDE8=""},""adSignalsInfo"":{""params"":[{""key"":""dt"",""value"":""1637157188494""},{""key"":""flash"",""value"":""0""},{""key"":""frm"",""value"":""0""},{""key"":""u_tz"",""value"":""0""},{""key"":""u_his"",""value"":""5""},{""key"":""u_h"",""value"":""1080""},{""key"":""u_w"",""value"":""1920""},{""key"":""u_ah"",""value"":""1032""},{""key"":""u_aw"",""value"":""1920""},{""key"":""u_cd"",""value"":""24""},{""key"":""bc"",""value"":""31""},{""key"":""bih"",""value"":""947""},{""key"":""biw"",""value"":""1903""},{""key"":""brdim"",""value"":""1912,-8,1912,-8,1920,0,1936,1048,1920,947""},{""key"":""vis"",""value"":""1""},{""key"":""wgl"",""value"":""true""},{""key"":""ca_type"",""value"":""image""}]}},""continuation"":""4qmFsgLPAhIPRkV3aGF0X3RvX3dhdGNoGp4CaWdNdU1peERaM05MUTFNNWRFeDZRWGxsYWxwdlRuaHZUbEl5T1hsYVJ6bDFTVVpLYUdKWVRtaGxVU1V6UkNVelJNSUVud0ZYYlRCTFlYZHZXbVZZVW1aalIwWnVXbFk1ZW1KdFJuZGpNbWgyWkVZNWVWcFhaSEJpTWpWb1lrSkpabGw2YUZObGJWWlJWa2RWZVZWNmFGSmtNRTVGVTFVNWFtVklUbGRVYm10MFVsUm9VV0ZVUW05WmVHOTBRVUZDYkdKblFVSlRWVlZCUVZWc1JrRkJSVUZTYTFZellVZEdNRmd6VW5aWU0yUm9aRWRPYjBGQlJVRkJVVVZCUVVGQlFrRkJSVUZCUVVWQ01uWnlVR3hCYjBORFFVRSUzRJoCGmJyb3dzZS1mZWVkRkV3aGF0X3RvX3dhdGNo""}",0,266,0,2,13,16,0,4,0
